"","median_house_value","longitude","latitude","housing_median_age","population","households","median_income","ocean_proximity","room.per.household","bedroom.per.room","household.size","id"
"16868",345000,-122.35,37.58,30,2129,1536,3.3469,"NEAR OCEAN",3.28059895833333,0.310379043461004,1.38606770833333,16905
"16870",433800,-122.34,37.57,39,1254,555,4.2407,"NEAR OCEAN",4.76936936936937,0.232716282584057,2.25945945945946,16907
"16872",500001,-122.37,37.58,34,810,279,12.4291,"NEAR OCEAN",9.66666666666667,0.116054875787913,2.90322580645161,16909
"16876",500001,-122.34,37.56,39,1139,391,12.6417,"NEAR OCEAN",9.10997442455243,0.109769792251544,2.91304347826087,16913
"16877",500001,-122.34,37.55,25,1507,504,13.3913,"NEAR OCEAN",8.86904761904762,0.115883668903803,2.99007936507937,16914
"16884",318400,-122.33,37.57,43,1301,606,3.1111,"NEAR OCEAN",4.1963696369637,0.244199764058199,2.14686468646865,16921
"16887",285400,-122.33,37.58,28,1534,685,3.38,"NEAR OCEAN",4.06423357664234,0.264367816091954,2.23941605839416,16924
"16888",273000,-122.31,37.6,34,1958,656,3.6811,"NEAR BAY",4.91615853658537,0.225116279069767,2.98475609756098,16925
"16890",267300,-122.31,37.57,45,845,251,4.1875,"NEAR OCEAN",4.64143426294821,0.202575107296137,3.36653386454183,16927
"16891",233100,-122.33,37.58,43,1573,401,2.7474,"NEAR OCEAN",4.41895261845386,0.238148984198646,3.92269326683292,16928
"16892",237900,-122.32,37.57,42,2377,588,3.2891,"NEAR OCEAN",4.37755102040816,0.238539238539239,4.04251700680272,16929
"16893",234800,-122.32,37.57,33,2626,793,3.2285,"NEAR OCEAN",4.26733921815889,0.242021276595745,3.31147540983607,16930
"16894",256300,-122.32,37.57,52,318,145,2.9934,"NEAR OCEAN",3.44137931034483,0.296593186372746,2.19310344827586,16931
"16896",250000,-122.32,37.56,44,355,194,2.8571,"NEAR OCEAN",2.7680412371134,0.322160148975791,1.82989690721649,16933
"16899",500001,-122.33,37.56,34,2400,1496,3.4902,"NEAR OCEAN",4.27406417112299,0.253206130747576,1.60427807486631,16936
"16900",500001,-122.32,37.56,49,691,288,5.549,"NEAR OCEAN",7,0.148313492063492,2.39930555555556,16937
"16901",415000,-122.32,37.56,26,1283,654,3.162,"NEAR OCEAN",3.57645259938838,0.300983326207781,1.96177370030581,16938
"16902",500001,-122.33,37.56,50,644,251,10.0743,"NEAR OCEAN",7.86852589641434,0.124050632911392,2.56573705179283,16939
"16903",500001,-122.32,37.55,50,1050,410,4.6406,"NEAR OCEAN",6.1,0.17313074770092,2.5609756097561,16940
"16905",500001,-122.34,37.55,44,843,324,6.9533,"NEAR OCEAN",7.60802469135802,0.133062880324544,2.60185185185185,16942
"16906",356900,-122.31,37.56,52,1126,482,3.9688,"NEAR OCEAN",4.87759336099585,0.210123351765206,2.33609958506224,16943
"16907",296400,-122.31,37.55,52,371,166,3.25,"NEAR OCEAN",5.42168674698795,0.203333333333333,2.23493975903614,16944
"16910",500001,-122.33,37.55,33,827,319,6.1349,"NEAR OCEAN",6.89341692789969,0.141882673942701,2.59247648902821,16947
"16913",413000,-122.33,37.53,18,1784,725,6.7042,"NEAR OCEAN",6.19724137931034,0.16915201424438,2.46068965517241,16950
"16914",453100,-122.35,37.53,27,905,319,7.7743,"NEAR OCEAN",6.79937304075235,0.140617796219456,2.83699059561129,16951
"16915",411200,-122.34,37.52,34,1747,550,6.6959,"NEAR OCEAN",6.47090909090909,0.157347569542006,3.17636363636364,16952
"16917",480800,-122.32,37.52,17,2557,1032,6.3892,"NEAR OCEAN",6.43895348837209,0.155605718585403,2.47771317829457,16954
"16918",376600,-122.3,37.53,37,535,221,5.4351,"NEAR OCEAN",6.05429864253394,0.160687593423019,2.42081447963801,16955
"16919",384200,-122.3,37.53,40,751,306,6,"NEAR OCEAN",5.99019607843137,0.168030551009274,2.45424836601307,16956
"16920",376800,-122.3,37.53,38,429,157,5.3261,"NEAR OCEAN",6.26751592356688,0.173780487804878,2.73248407643312,16957
"16921",457200,-122.31,37.52,35,659,262,6.8336,"NEAR OCEAN",6.93511450381679,0.144193725921849,2.51526717557252,16958
"16923",340500,-122.3,37.54,39,1758,987,2.9405,"NEAR OCEAN",4.34853090172239,0.255591798695247,1.78115501519757,16960
"16926",396900,-122.31,37.54,45,492,205,5.539,"NEAR OCEAN",5.9609756097561,0.180032733224223,2.4,16963
"16928",361700,-122.31,37.53,41,676,267,4.6125,"NEAR OCEAN",6.02247191011236,0.16728855721393,2.53183520599251,16965
"16929",387100,-122.32,37.53,39,1183,443,5.779,"NEAR OCEAN",6.30925507900677,0.166010733452594,2.67042889390519,16966
"16930",354100,-122.31,37.55,27,1877,851,3.9722,"NEAR OCEAN",4.6192714453584,0.237344187229713,2.20564042303173,16967
"16932",385400,-122.31,37.54,38,975,417,4.0726,"NEAR OCEAN",4.66666666666667,0.209146968139774,2.33812949640288,16969
"16934",342800,-122.3,37.55,35,1930,715,3.9833,"NEAR OCEAN",5.13986013986014,0.2,2.6993006993007,16971
"16936",309700,-122.31,37.56,45,815,314,4.2955,"NEAR OCEAN",5.36624203821656,0.190504451038576,2.59554140127389,16973
"16937",316000,-122.31,37.56,36,952,337,4.7917,"NEAR OCEAN",5.12462908011869,0.196873190503764,2.82492581602374,16974
"16938",330100,-122.31,37.56,45,829,318,4.9013,"NEAR OCEAN",5.63522012578616,0.16796875,2.60691823899371,16975
"16940",273700,-122.31,37.57,37,979,331,4,"NEAR OCEAN",4.34138972809668,0.212247738343772,2.95770392749245,16977
"16942",270900,-122.3,37.57,36,1169,370,5.033,"NEAR BAY",5.33243243243243,0.17840851495185,3.15945945945946,16979
"16944",276100,-122.3,37.57,36,1189,403,4.7917,"NEAR BAY",5.97022332506203,0.181213632585204,2.95037220843672,16981
"16945",339400,-122.29,37.56,34,846,291,5.3683,"NEAR BAY",5.81786941580756,0.16597755463674,2.90721649484536,16982
"16947",289400,-122.29,37.56,36,445,139,5.8221,"NEAR BAY",5.79136690647482,0.173913043478261,3.20143884892086,16984
"16948",274800,-122.3,37.56,35,945,333,5.5184,"NEAR OCEAN",5.62462462462462,0.187399893219434,2.83783783783784,16985
"16949",305800,-122.29,37.56,12,2516,1390,5.0353,"NEAR BAY",4.65755395683453,0.226598702502317,1.81007194244604,16986
"16951",500001,-122.26,37.55,17,683,408,4.7045,"NEAR BAY",3.23774509803922,0.321725965177896,1.67401960784314,16988
"16953",376000,-122.26,37.54,16,770,318,7.2477,"NEAR BAY",6.66037735849057,0.157223796033994,2.42138364779874,16990
"16954",483300,-122.27,37.55,15,811,284,8.1221,"NEAR BAY",6.8943661971831,0.144024514811032,2.8556338028169,16991
"16955",375700,-122.28,37.55,17,2020,630,6.1228,"NEAR BAY",6.66507936507937,0.149797570850202,3.20634920634921,16992
"16956",292100,-122.27,37.56,17,1553,812,4.9434,"NEAR BAY",3.95443349753695,0.263780753659296,1.91256157635468,16993
"16957",322200,-122.27,37.56,5,1810,1073,5.6936,"NEAR BAY",4.58620689655172,0.239585450111766,1.68685927306617,16994
"16958",327800,-122.26,37.54,13,395,195,5.3247,"NEAR BAY",7.29230769230769,0.207454289732771,2.02564102564103,16995
"16959",500001,-122.26,37.54,5,1607,453,9.1415,"NEAR BAY",7.20529801324503,0.135416666666667,3.54746136865342,16996
"16960",417300,-122.26,37.54,5,779,376,6.9635,"NEAR BAY",4.38563829787234,0.235294117647059,2.0718085106383,16997
"16961",438800,-122.27,37.54,5,990,394,6.035,"NEAR BAY",5.43147208121827,0.196261682242991,2.51269035532995,16998
"16962",419700,-122.27,37.54,16,1752,557,7.3644,"NEAR BAY",7.02513464991023,0.144390493227703,3.14542190305206,16999
"16963",500001,-122.27,37.54,15,905,306,8.9083,"NEAR BAY",6.94771241830065,0.145813734713076,2.95751633986928,17000
"16965",404000,-122.26,37.57,23,3484,1198,6.5948,"NEAR BAY",6.67362270450751,0.156848030018762,2.90818030050083,17002
"16966",430300,-122.25,37.56,19,3437,1338,5.6396,"NEAR BAY",5.96113602391629,0.176278836509529,2.56875934230194,17003
"16970",294200,-122.28,37.54,37,463,177,5.1701,"NEAR OCEAN",5.59887005649717,0.181634712411705,2.61581920903955,17007
"16971",298100,-122.29,37.54,39,761,291,5.0081,"NEAR OCEAN",5.01374570446735,0.195339273474983,2.61512027491409,17008
"16972",282400,-122.29,37.54,41,811,349,4.9464,"NEAR OCEAN",4.99426934097421,0.200229489386116,2.32378223495702,17009
"16975",310900,-122.28,37.53,34,970,391,5.1207,"NEAR OCEAN",5.06393861892583,0.194444444444444,2.48081841432225,17012
"16977",286700,-122.28,37.53,25,2068,958,3.5445,"NEAR OCEAN",3.87265135699374,0.273584905660377,2.15866388308977,17014
"16978",388100,-122.29,37.52,33,1837,771,5.3506,"NEAR OCEAN",5.32295719844358,0.182992202729045,2.38261997405966,17015
"16980",435200,-122.28,37.52,29,724,315,4.0313,"NEAR OCEAN",4.84444444444444,0.232634338138925,2.2984126984127,17017
"16982",386800,-122.29,37.52,38,1455,615,6.8787,"NEAR OCEAN",6.12520325203252,0.160074329705336,2.36585365853659,17019
"16983",417000,-122.3,37.52,38,994,395,5.5902,"NEAR OCEAN",7.01012658227848,0.1397616468039,2.51645569620253,17020
"16984",391000,-122.3,37.51,35,1156,404,5.4322,"NEAR OCEAN",6.90346534653465,0.159555396199355,2.86138613861386,17021
"16985",382200,-122.3,37.52,32,871,342,8.1039,"NEAR OCEAN",6.71637426900585,0.151066608619939,2.54678362573099,17022
"16987",419200,-122.32,37.52,26,1611,578,8.4693,"NEAR OCEAN",6.99307958477509,0.146214745175656,2.78719723183391,17024
"16989",339700,-122.27,37.52,35,517,234,3.7,"NEAR OCEAN",4.49145299145299,0.246431969552807,2.20940170940171,17026
"16991",426400,-122.29,37.51,35,1374,518,6.1004,"NEAR OCEAN",5.86872586872587,0.171052631578947,2.65250965250965,17028
"16992",256300,-122.26,37.52,34,291,157,3.0833,"NEAR OCEAN",3.07643312101911,0.271221532091097,1.85350318471338,17029
"16993",258100,-122.26,37.51,46,351,136,5.3264,"NEAR OCEAN",4.94117647058824,0.22172619047619,2.58088235294118,17030
"16997",323800,-122.26,37.51,29,1611,1025,2.7075,"NEAR OCEAN",3.61268292682927,0.290305157980016,1.57170731707317,17034
"16999",360500,-122.26,37.5,52,393,186,3.7045,"NEAR OCEAN",4.72043010752688,0.211845102505695,2.11290322580645,17036
"17000",345000,-122.25,37.5,45,752,329,4.95,"NEAR OCEAN",5.50759878419453,0.185430463576159,2.28571428571429,17037
"17001",349600,-122.25,37.49,43,1225,461,4.224,"NEAR OCEAN",5.65509761388286,0.182968929804373,2.65726681127983,17038
"17003",394700,-122.25,37.49,44,1790,735,6.142,"NEAR OCEAN",6.01360544217687,0.168099547511312,2.43537414965986,17040
"17004",374800,-122.26,37.5,44,2818,1115,5.6271,"NEAR OCEAN",6.2627802690583,0.161964771588143,2.52735426008969,17041
"17005",405000,-122.28,37.51,33,1980,757,6.1064,"NEAR OCEAN",6.2338177014531,0.164682095808822,2.61558784676354,17042
"17006",431300,-122.28,37.5,33,2694,957,7.4787,"NEAR OCEAN",6.79101358411703,0.153562086474842,2.81504702194357,17043
"17007",500001,-122.28,37.49,25,2626,1049,6.5475,"NEAR OCEAN",6.99237368922784,0.157736877982277,2.50333651096282,17044
"17008",457200,-122.28,37.49,29,1638,627,6.912,"NEAR OCEAN",6.61562998405104,0.153085824493732,2.61244019138756,17045
"17010",451300,-122.26,37.48,34,1805,672,5.6038,"NEAR OCEAN",6.62648809523809,0.15315517628565,2.6860119047619,17047
"17011",500001,-122.29,37.48,15,2009,831,7.4678,"NEAR OCEAN",6.59446450060168,0.162773722627737,2.41756919374248,17048
"17013",500001,-122.26,37.46,26,1996,728,7.0001,"NEAR OCEAN",6.96016483516483,0.14801657785672,2.74175824175824,17050
"17015",314100,-122.24,37.47,41,455,171,5.1071,"NEAR OCEAN",6.91812865497076,0.171597633136095,2.66081871345029,17052
"17017",308800,-122.24,37.47,40,689,287,6.1244,"NEAR OCEAN",5.2404181184669,0.179521276595745,2.4006968641115,17054
"17018",305000,-122.25,37.47,38,265,103,5.4688,"NEAR OCEAN",6.2621359223301,0.192248062015504,2.57281553398058,17055
"17019",383200,-122.25,37.47,35,1313,487,5.9062,"NEAR OCEAN",6.53593429158111,0.161797046811184,2.69609856262834,17056
"17020",500001,-122.25,37.48,45,974,400,7.1621,"NEAR OCEAN",6.8575,0.14218009478673,2.435,17057
"17023",362700,-122.24,37.48,47,1010,407,6.2154,"NEAR OCEAN",5.95331695331695,0.167973586463062,2.48157248157248,17060
"17024",427600,-122.24,37.49,30,1191,594,3.7463,"NEAR OCEAN",4.97643097643098,0.199594046008119,2.00505050505051,17061
"17025",265600,-122.24,37.49,38,2561,909,3.8684,"NEAR OCEAN",4.51595159515952,0.23142509135201,2.81738173817382,17062
"17026",247200,-122.21,37.48,39,1204,370,2.8482,"NEAR BAY",4.14864864864865,0.221498371335505,3.25405405405405,17063
"17029",229500,-122.22,37.48,47,3107,724,2.8058,"NEAR OCEAN",3.54972375690608,0.304669260700389,4.2914364640884,17066
"17033",422500,-122.25,37.53,16,1677,623,7.6864,"NEAR BAY",7.10754414125201,0.149954832881662,2.69181380417335,17070
"17034",311800,-122.26,37.53,4,1690,907,6.2007,"NEAR BAY",5.76957001102536,0.211924326390216,1.8632855567806,17071
"17036",87500,-122.21,37.52,18,1639,851,2.7399,"NEAR BAY",3.48061104582844,0.319041188386226,1.92596944770858,17073
"17038",237500,-122.21,37.48,20,326,216,2.9286,"NEAR BAY",2.33796296296296,0.427722772277228,1.50925925925926,17075
"17039",218100,-122.21,37.48,37,1771,335,3.0147,"NEAR BAY",3.95820895522388,0.2526395173454,5.2865671641791,17076
"17041",233600,-122.2,37.48,41,652,140,5.1654,"NEAR BAY",5.23571428571429,0.211459754433834,4.65714285714286,17078
"17042",263500,-122.2,37.48,30,610,243,3.4427,"NEAR BAY",4.81481481481481,0.220512820512821,2.51028806584362,17079
"17043",267000,-122.19,37.48,45,492,173,4.2708,"NEAR BAY",5.12138728323699,0.186230248306998,2.84393063583815,17080
"17044",286900,-122.19,37.48,38,608,292,4.5568,"NEAR BAY",4.45205479452055,0.206923076923077,2.08219178082192,17081
"17045",312300,-122.19,37.47,44,589,301,4.8068,"NEAR BAY",4.55481727574751,0.191830780452225,1.95681063122924,17082
"17050",211000,-122.21,37.47,26,1966,497,3.0472,"NEAR OCEAN",3.57545271629779,0.312324141812043,3.95573440643863,17087
"17051",255300,-122.21,37.47,43,497,175,3.2708,"NEAR OCEAN",4.18857142857143,0.221009549795362,2.84,17088
"17053",166700,-122.22,37.47,35,398,109,2.5,"NEAR OCEAN",3.36697247706422,0.307901907356948,3.65137614678899,17090
"17055",267700,-122.23,37.48,33,1895,717,3.3015,"NEAR OCEAN",4.3347280334728,0.259009009009009,2.64295676429568,17092
"17057",298400,-122.23,37.48,38,879,388,2.7969,"NEAR OCEAN",4.06701030927835,0.252851711026616,2.26546391752577,17094
"17058",318600,-122.24,37.47,35,1148,436,4.5556,"NEAR OCEAN",5.23623853211009,0.215067893123084,2.63302752293578,17095
"17059",303100,-122.24,37.47,36,1117,432,3.929,"NEAR OCEAN",4.67824074074074,0.214250371103414,2.58564814814815,17096
"17061",333800,-122.23,37.46,26,2103,933,4.4167,"NEAR OCEAN",5.005359056806,0.222483940042827,2.2540192926045,17098
"17063",343500,-122.24,37.46,36,2254,845,6.1043,"NEAR OCEAN",5.54556213017751,0.166666666666667,2.66745562130178,17100
"17065",343600,-122.23,37.46,36,3081,1075,5.6629,"NEAR OCEAN",5.66511627906977,0.173563218390805,2.86604651162791,17102
"17067",395100,-122.23,37.45,34,1586,660,5.0457,"NEAR OCEAN",6.32878787878788,0.173090734977256,2.4030303030303,17104
"17068",469900,-122.23,37.45,29,758,246,7.7932,"NEAR OCEAN",6.57317073170732,0.145330859616574,3.08130081300813,17105
"17069",409300,-122.22,37.46,13,1182,504,6.0255,"NEAR OCEAN",5.73015873015873,0.189058171745152,2.3452380952381,17106
"17070",500001,-122.2,37.46,40,976,209,9.8892,"NEAR OCEAN",8.24401913875598,0.12071967498549,4.66985645933014,17107
"17071",500001,-122.2,37.44,31,722,247,15.0001,"NEAR OCEAN",9.4251012145749,0.115979381443299,2.92307692307692,17108
"17072",500001,-122.22,37.44,32,1318,484,15.0001,"NEAR OCEAN",8.84504132231405,0.117028731604765,2.72314049586777,17109
"17073",500001,-122.21,37.46,48,921,301,10.8758,"NEAR OCEAN",8.50498338870432,0.12578125,3.05980066445183,17110
"17074",500001,-122.21,37.46,40,577,207,15.0001,"NEAR OCEAN",8.58454106280193,0.11648846370287,2.78743961352657,17111
"17075",500001,-122.18,37.46,40,831,258,15.0001,"NEAR BAY",9.80232558139535,0.115856069592724,3.22093023255814,17112
"17077",500001,-122.18,37.47,37,852,327,13.367,"NEAR BAY",8.70948012232416,0.115168539325843,2.60550458715596,17114
"17080",162600,-122.16,37.47,33,3091,852,2.6506,"NEAR BAY",4.32746478873239,0.231082180634662,3.62793427230047,17117
"17081",157300,-122.16,37.48,36,1949,457,2.3769,"NEAR BAY",4.89715536105033,0.214030384271671,4.26477024070022,17118
"17082",500001,-122.14,37.5,46,13,5,15.0001,"NEAR BAY",6,0.133333333333333,2.6,17119
"17083",148900,-122.14,37.48,36,981,239,4.0039,"NEAR BAY",5.06276150627615,0.19504132231405,4.10460251046025,17120
"17088",159600,-122.13,37.46,35,1133,287,3.7312,"NEAR BAY",4.60278745644599,0.227100681302044,3.94773519163763,17125
"17090",185600,-122.13,37.46,31,1711,511,3.2642,"NEAR BAY",4.3972602739726,0.255006675567423,3.34833659491194,17127
"17093",145500,-122.15,37.47,37,1634,417,2.7993,"NEAR BAY",4.4220623501199,0.207158351409978,3.91846522781775,17130
"17095",308600,-122.15,37.46,30,2678,1147,3.6712,"NEAR BAY",3.65998256320837,0.296331586469747,2.33478639930253,17132
"17096",189000,-122.14,37.46,27,4165,1763,2.4375,"NEAR BAY",3.16505955757232,0.360035842293907,2.36245036868973,17133
"17098",379600,-122.15,37.46,42,794,374,5.6234,"NEAR BAY",5.33422459893048,0.206516290726817,2.12299465240642,17135
"17100",412500,-122.16,37.45,50,76,42,7.6129,"NEAR BAY",4.66666666666667,0.209183673469388,1.80952380952381,17137
"17103",500001,-122.19,37.46,34,2002,1138,4.1985,"NEAR BAY",4.76186291739895,0.218305960509319,1.75922671353251,17140
"17104",500001,-122.17,37.45,33,766,378,4.4531,"NEAR BAY",4.83597883597884,0.216630196936543,2.02645502645503,17141
"17105",500001,-122.17,37.45,35,388,232,5.1995,"NEAR BAY",4.41810344827586,0.23609756097561,1.67241379310345,17142
"17107",394300,-122.18,37.45,37,2128,1264,4,"NEAR BAY",4.15901898734177,0.258702682138102,1.68354430379747,17144
"17108",464600,-122.19,37.45,18,853,439,5.1032,"NEAR OCEAN",3.72665148063781,0.253056234718826,1.94305239179954,17145
"17110",500001,-122.19,37.44,38,1203,465,9.3198,"NEAR OCEAN",7.2752688172043,0.134791605084245,2.58709677419355,17147
"17111",500001,-122.19,37.44,39,1616,631,8.9955,"NEAR OCEAN",6.97622820919176,0.140390731485688,2.56101426307448,17148
"17112",500001,-122.2,37.43,38,1350,532,7.3681,"NEAR OCEAN",6.81578947368421,0.14561500275786,2.53759398496241,17149
"17113",500001,-122.21,37.44,35,486,199,4.6908,"NEAR OCEAN",5.7286432160804,0.169298245614035,2.44221105527638,17150
"17114",444500,-122.2,37.43,40,1050,417,5.2421,"NEAR OCEAN",5.33093525179856,0.185335132703554,2.51798561151079,17151
"17115",472800,-122.19,37.43,39,937,406,6.6136,"NEAR OCEAN",5.89162561576355,0.175585284280936,2.30788177339901,17152
"17117",500001,-122.21,37.43,33,727,271,8.6963,"NEAR OCEAN",5.92619926199262,0.158156911581569,2.68265682656827,17154
"17118",500001,-122.21,37.43,23,1843,888,5.7211,"NEAR OCEAN",6.46509009009009,0.176275910120188,2.07545045045045,17155
"17119",500001,-122.23,37.42,16,512,300,7.4542,"NEAR OCEAN",6.48333333333333,0.16452442159383,1.70666666666667,17156
"17120",500001,-122.19,37.42,47,295,116,8.4375,"NEAR OCEAN",8.03448275862069,0.179184549356223,2.54310344827586,17157
"17121",500001,-122.21,37.43,20,324,146,9.7796,"NEAR OCEAN",6.67808219178082,0.137435897435897,2.21917808219178,17158
"17122",500001,-122.21,37.42,28,191,79,11.9666,"NEAR OCEAN",7.13924050632911,0.127659574468085,2.41772151898734,17159
"17123",500001,-122.2,37.4,37,540,192,8.2782,"NEAR OCEAN",6.75,0.149691358024691,2.8125,17160
"17124",500001,-122.2,37.4,30,980,324,10.0481,"NEAR OCEAN",8.06172839506173,0.129402756508423,3.02469135802469,17161
"17126",500001,-122.2,37.35,17,1173,424,13.2986,"NEAR BAY",7.29952830188679,0.14281098546042,2.76650943396226,17163
"17128",350000,-122.22,37.37,26,322,218,5.1831,"NEAR OCEAN",2.01834862385321,0.459090909090909,1.47706422018349,17165
"17131",500001,-122.25,37.45,34,927,369,10.2811,"NEAR OCEAN",8.12737127371274,0.121707235745248,2.51219512195122,17168
"17134",500001,-122.27,37.43,33,629,215,15.0001,"NEAR OCEAN",7.44651162790698,0.139287945034354,2.92558139534884,17171
"17135",500001,-122.25,37.39,33,153,53,10.6514,"NEAR OCEAN",6.9811320754717,0.113513513513514,2.88679245283019,17172
"17136",500001,-122.26,37.38,28,415,154,7.8633,"NEAR OCEAN",7.16233766233766,0.14868540344515,2.69480519480519,17173
"17139",334600,-122.47,37.5,18,1086,381,4.875,"NEAR OCEAN",6.02887139107612,0.18110579016108,2.8503937007874,17176
"17140",319200,-122.47,37.5,25,404,195,3.1937,"NEAR OCEAN",4.87179487179487,0.272631578947368,2.07179487179487,17177
"17143",345100,-122.44,37.52,16,3502,1148,5.9919,"NEAR OCEAN",6.16463414634146,0.166596015260704,3.05052264808362,17180
